"LEI_Code","NSA","Period","Item","Label","Portfolio","MKT_Modprod","Mkt_risk","Amount","Row","Column","Sheet"
"7437003B5WFBOIEFY714","FI","202412","2520423","VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","13","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520424","VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk","5","2","1","0","15","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520424","VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk","5","2","2","0","16","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520431","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg)","5","0","0","0","19","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","1","0","0","11","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","2","0","0","14","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","3","0","0","17","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","4","0","0","18","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","1","0","12","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","2","0","13","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","1","0","15","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","2","0","16","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520441","SVAR - LATEST AVAILABLE (SVaRt-1)","5","0","0","0","19","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","1","0","0","11","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","2","0","0","14","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","3","0","0","17","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","4","0","0","18","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","1","0","12","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","13","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","1","0","15","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","2","0","16","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520451","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE","5","0","0","0","19","19","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520461","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE","5","0","0","0","19","20","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520471","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR","5","0","0","0","19","21","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520481","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE","5","0","0","0","19","22","Market Risk"
"7437003B5WFBOIEFY714","FI","202412","2520491","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE","5","0","0","0","19","23","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520401","TOTAL RISK EXPOSURE AMOUNT","1","0","0","986.15827096","29","3","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520401","TOTAL RISK EXPOSURE AMOUNT","5","0","0","0","29","14","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","1","0","962.80775061","21","3","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","2","0","0","24","3","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","3","0","0","27","3","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","4","0","23.35052035","28","3","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520403","TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk","1","1","1","689.028004375","22","3","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520403","TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk","1","1","2","165.7002885","23","3","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520404","TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk","1","2","1","0","25","3","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520404","TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk","1","2","2","0","26","3","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520411","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg)","5","0","0","0","29","5","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","1","0","0","21","5","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","2","0","0","24","5","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","3","0","0","27","5","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","4","0","0","28","5","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520413","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk","5","1","1","0","22","5","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520413","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk","5","1","2","0","23","5","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520414","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk","5","2","1","0","25","5","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520414","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk","5","2","2","0","26","5","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520421","VAR - PREVIOUS DAY (VaRt-1)","5","0","0","0","29","6","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","1","0","0","21","6","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","2","0","0","24","6","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","3","0","0","27","6","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","4","0","0","28","6","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520423","VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk","5","1","1","0","22","6","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520423","VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","23","6","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520424","VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk","5","2","1","0","25","6","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520424","VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk","5","2","2","0","26","6","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520431","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg)","5","0","0","0","29","7","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","1","0","0","21","7","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","2","0","0","24","7","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","3","0","0","27","7","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","4","0","0","28","7","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","1","0","22","7","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","2","0","23","7","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","1","0","25","7","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","2","0","26","7","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520441","SVAR - LATEST AVAILABLE (SVaRt-1)","5","0","0","0","29","8","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","1","0","0","21","8","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","2","0","0","24","8","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","3","0","0","27","8","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","4","0","0","28","8","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","1","0","22","8","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","23","8","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","1","0","25","8","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","2","0","26","8","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520451","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE","5","0","0","0","29","9","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520461","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE","5","0","0","0","29","10","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520471","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR","5","0","0","0","29","11","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520481","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE","5","0","0","0","29","12","Market Risk"
"7437003B5WFBOIEFY714","FI","202503","2520491","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE","5","0","0","0","29","13","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520401","TOTAL RISK EXPOSURE AMOUNT","1","0","0","940.93505961","29","4","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520401","TOTAL RISK EXPOSURE AMOUNT","5","0","0","0","29","24","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","1","0","913.39226942","21","4","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","2","0","0","24","4","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","3","0","0","27","4","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","4","0","27.54279019","28","4","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520403","TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk","1","1","1","641.275748375","22","4","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520403","TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk","1","1","2","192.347281125","23","4","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520404","TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk","1","2","1","0","25","4","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520404","TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk","1","2","2","0","26","4","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520411","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg)","5","0","0","0","29","15","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","1","0","0","21","15","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","2","0","0","24","15","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","3","0","0","27","15","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","4","0","0","28","15","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520413","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk","5","1","1","0","22","15","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520413","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk","5","1","2","0","23","15","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520414","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk","5","2","1","0","25","15","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520414","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk","5","2","2","0","26","15","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520421","VAR - PREVIOUS DAY (VaRt-1)","5","0","0","0","29","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","1","0","0","21","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","2","0","0","24","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","3","0","0","27","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","4","0","0","28","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520423","VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk","5","1","1","0","22","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520423","VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","23","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520424","VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk","5","2","1","0","25","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520424","VAR - PREVIOUS DAY (VaRt-1) - Equities - by Risk","5","2","2","0","26","16","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520431","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg)","5","0","0","0","29","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","1","0","0","21","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","2","0","0","24","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","3","0","0","27","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520432","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - by Product","5","4","0","0","28","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","1","0","22","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520433","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Traded Debt Instruments - by Risk","5","1","2","0","23","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","1","0","25","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520434","SVAR - MULTIPLICATION FACTOR (ms) x AVERAGE OF PREVIOUS 60 WORKING DAYS (SVaRavg) - Equities - by Risk","5","2","2","0","26","17","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520441","SVAR - LATEST AVAILABLE (SVaRt-1)","5","0","0","0","29","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","1","0","0","21","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","2","0","0","24","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","3","0","0","27","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520442","SVAR - LATEST AVAILABLE (SVaRt-1) - by Product","5","4","0","0","28","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","1","0","22","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520443","SVAR - LATEST AVAILABLE (SVaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","23","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","1","0","25","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520444","SVAR - LATEST AVAILABLE (SVaRt-1) - Equities - by Risk","5","2","2","0","26","18","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520451","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - 12 WEEKS AVERAGE MEASURE","5","0","0","0","29","19","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520461","INCREMENTAL DEFAULT AND MIGRATION RISK CAPITAL CHARGE - LAST MEASURE","5","0","0","0","29","20","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520471","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - FLOOR","5","0","0","0","29","21","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520481","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - 12 WEEKS AVERAGE MEASURE","5","0","0","0","29","22","Market Risk"
"7437003B5WFBOIEFY714","FI","202506","2520491","ALL PRICE RISKS CAPITAL CHARGE FOR CTP - LAST MEASURE","5","0","0","0","29","23","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520401","TOTAL RISK EXPOSURE AMOUNT","1","0","0","267.451679","19","3","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520401","TOTAL RISK EXPOSURE AMOUNT","5","0","0","890.626161","19","14","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","1","0","267.451679","11","3","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","2","0","0","14","3","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","3","0","0","17","3","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520402","TOTAL RISK EXPOSURE AMOUNT - by Product","1","4","0","0","18","3","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520403","TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk","1","1","1","9.3050125","12","3","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520403","TOTAL RISK EXPOSURE AMOUNT - Traded Debt Instruments - by Risk","1","1","2","258.1466625","13","3","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520404","TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk","1","2","1","0","15","3","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520404","TOTAL RISK EXPOSURE AMOUNT - Equities - by Risk","1","2","2","0","16","3","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520411","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg)","5","0","0","21.087339","19","5","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","1","0","20.875015","11","5","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","2","0","0.960345","14","5","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","3","0","3.234856","17","5","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520412","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - by Product","5","4","0","0","18","5","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520413","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk","5","1","1","20.875015","12","5","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520413","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Traded Debt Instruments - by Risk","5","1","2","0","13","5","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520414","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk","5","2","1","0.960345","15","5","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520414","VAR - MULTIPLICATION FACTOR (mc) x AVERAGE OF PREVIOUS 60 WORKING DAYS (VaRavg) - Equities - by Risk","5","2","2","0","16","5","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520421","VAR - PREVIOUS DAY (VaRt-1)","5","0","0","4.029618","19","6","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","1","0","3.947812","11","6","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","2","0","0.212818","14","6","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","3","0","0.716693","17","6","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520422","VAR - PREVIOUS DAY (VaRt-1) - by Product","5","4","0","0","18","6","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520423","VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk","5","1","1","3.947812","12","6","Market Risk"
"7CUNS533WID6K7DGFI87","ES","202409","2520423","VAR - PREVIOUS DAY (VaRt-1) - Traded Debt Instruments - by Risk","5","1","2","0","13","6","Market Risk"
